review_id,order_id,customer_id,product_id,product_name,category,region,stars,sentiment,review_text,review_date
R00884,ORD009735,UC05432,P0016,T-Shirt Basic Pack,Herrenmode,Bayern,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-09-21
R00885,ORD000658,UC00363,P0014,Cargo-Shorts Marc,Herrenmode,Hessen,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-11-18
R00886,ORD004841,UC02651,P0018,Chelsea Boot Bruno,Schuhe,Bayern,2,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2024-02-07
R00887,ORD009201,UC05137,P0004,Strickpullover Mila,Damenmode,Niedersachsen,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-12-25
R00888,ORD009065,UC05068,P0029,Portemonnaie Slim,Accessoires,Baden-Württemberg,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-03-26
R00889,ORD006836,UC03818,P0007,Off-Shoulder Top Ida,Damenmode,Bayern,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-01-21
R00890,ORD005770,UC03218,P0017,Sneaker Urban Run,Schuhe,Bayern,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-04-16
R00891,ORD013312,UC07405,P0006,Cardigan Vera,Damenmode,Niedersachsen,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2024-01-28
R00892,ORD002501,UC01382,P0006,Cardigan Vera,Damenmode,Berlin,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-03-24
R00893,ORD001450,UC00797,P0010,Chino Slim Pierre,Herrenmode,Thüringen,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-08-23
R00894,ORD007825,UC04357,P0039,Laufjacke Wind,Sport,Baden-Württemberg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-04-25
R00895,ORD014050,UC07828,P0035,Bilderrahmen Set 3er,Home & Living,NRW,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-01-14
R00896,ORD013129,UC07310,P0025,Lederriemen Cognac,Accessoires,Bayern,1,negativ,Material dünn und billig wirkend.,2024-11-13
R00897,ORD011485,UC06405,P0021,Laufschuh Sprint X,Schuhe,Brandenburg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-08-21
R00898,ORD003650,UC02002,P0011,Kapuzenpulli Anton,Herrenmode,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-10-22
R00899,ORD001960,UC01074,P0030,Mütze Alpaka,Accessoires,NRW,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-02-29
R00900,ORD006746,UC03770,P0017,Sneaker Urban Run,Schuhe,Niedersachsen,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-09-28
R00901,ORD010776,UC06028,P0011,Kapuzenpulli Anton,Herrenmode,Baden-Württemberg,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2024-12-19
R00902,ORD000367,UC00192,P0036,Tablett Bambus,Home & Living,Bayern,1,negativ,Material dünn und billig wirkend.,2024-02-04
R00903,ORD007673,UC04271,P0003,High-Waist Jeans Luna,Damenmode,Bayern,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2024-06-04
R00904,ORD008512,UC04755,P0007,Off-Shoulder Top Ida,Damenmode,Berlin,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-06-24
R00905,ORD000863,UC00474,P0041,Widerstandsband Set,Sport,Bayern,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-07-22
R00906,ORD001221,UC00673,P0036,Tablett Bambus,Home & Living,Thüringen,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-06-10
R00907,ORD002926,UC01613,P0040,Sporttasche Gym Plus,Sport,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-06-06
R00908,ORD007077,UC03944,P0017,Sneaker Urban Run,Schuhe,Bayern,2,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2024-11-28
R00909,ORD006499,UC03615,P0003,High-Waist Jeans Luna,Damenmode,Hamburg,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-12-21
R00910,ORD009679,UC05405,P0011,Kapuzenpulli Anton,Herrenmode,Berlin,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-16
R00911,ORD001095,UC00604,P0037,Yoga-Matte Pro,Sport,Bayern,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-03-12
R00912,ORD007800,UC04342,P0005,Businesshose Selene,Damenmode,Thüringen,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-10-19
R00913,ORD010948,UC06115,P0035,Bilderrahmen Set 3er,Home & Living,Baden-Württemberg,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-08-06
R00914,ORD004036,UC02222,P0037,Yoga-Matte Pro,Sport,Bayern,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-06-27
R00915,ORD010452,UC05841,P0006,Cardigan Vera,Damenmode,NRW,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-04-18
R00916,ORD013313,UC07406,P0003,High-Waist Jeans Luna,Damenmode,Berlin,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-04-23
R00917,ORD007287,UC04064,P0007,Off-Shoulder Top Ida,Damenmode,Sachsen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-11-24
R00918,ORD007570,UC04207,P0017,Sneaker Urban Run,Schuhe,Hamburg,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-08-13
R00919,ORD006723,UC03756,P0006,Cardigan Vera,Damenmode,Niedersachsen,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-06-28
R00920,ORD005950,UC03301,P0029,Portemonnaie Slim,Accessoires,Bayern,4,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-03-31
R00921,ORD004474,UC02456,P0016,T-Shirt Basic Pack,Herrenmode,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-08-30
R00922,ORD009006,UC05034,P0020,Pumps Elegante,Schuhe,Bayern,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-06-16
R00923,ORD012125,UC06764,P0017,Sneaker Urban Run,Schuhe,Hamburg,2,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2023-12-28
R00924,ORD012302,UC06865,P0018,Chelsea Boot Bruno,Schuhe,Bayern,1,negativ,"Material kratzt, völlig unbequem. Nicht empfehlenswert.",2023-04-09
R00925,ORD000397,UC00207,P0011,Kapuzenpulli Anton,Herrenmode,Bayern,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-10-02
R00926,ORD003048,UC01680,P0019,Sandalen Riviera,Schuhe,Berlin,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-11-13
R00927,ORD007414,UC04127,P0022,Loafer Classic,Schuhe,Thüringen,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-01-08
R00928,ORD011143,UC06221,P0006,Cardigan Vera,Damenmode,Thüringen,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2025-01-06
R00929,ORD001616,UC00884,P0023,Boots Heritage,Schuhe,Baden-Württemberg,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-11-23
R00930,ORD008856,UC04950,P0025,Lederriemen Cognac,Accessoires,Hessen,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-03-20
R00931,ORD002232,UC01244,P0002,Maxi-Kleid Florencia,Damenmode,Sachsen,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-04-13
R00932,ORD005292,UC02910,P0004,Strickpullover Mila,Damenmode,Berlin,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-02-06
R00933,ORD004926,UC02697,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-11-10
R00934,ORD011011,UC06151,P0002,Maxi-Kleid Florencia,Damenmode,Berlin,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-02-07
R00935,ORD004807,UC02636,P0034,Vase Keramik Rund,Home & Living,NRW,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-06-29
R00936,ORD008533,UC04768,P0026,Seidenschal Parisien,Accessoires,Bayern,2,negativ,Material dünn und billig wirkend.,2023-06-15
R00937,ORD013161,UC07326,P0004,Strickpullover Mila,Damenmode,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-03-26
R00938,ORD002079,UC01154,P0017,Sneaker Urban Run,Schuhe,Baden-Württemberg,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-03-03
R00939,ORD005835,UC03252,P0010,Chino Slim Pierre,Herrenmode,Bayern,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-05-03
R00940,ORD010583,UC05915,P0038,Trinkflasche Steel 750ml,Sport,NRW,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-12-31
R00941,ORD000321,UC00165,P0004,Strickpullover Mila,Damenmode,Berlin,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-09-24
R00942,ORD004670,UC02558,P0020,Pumps Elegante,Schuhe,Niedersachsen,1,negativ,Nach drei Wochen löst sich die Sohle ab – sehr enttäuschend.,2023-10-24
R00943,ORD009138,UC05106,P0012,Poloshirt Leon,Herrenmode,Berlin,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-09-09
R00944,ORD013071,UC07280,P0032,Überwurfdecke Merino,Home & Living,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-02-03
R00945,ORD011225,UC06266,P0019,Sandalen Riviera,Schuhe,Bayern,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-11-13
R00946,ORD004845,UC02653,P0016,T-Shirt Basic Pack,Herrenmode,Berlin,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-03-29
R00947,ORD006258,UC03472,P0025,Lederriemen Cognac,Accessoires,Niedersachsen,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-03-14
R00948,ORD004915,UC02692,P0018,Chelsea Boot Bruno,Schuhe,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-08-15
R00949,ORD002974,UC01639,P0008,Midi-Rock Nora,Damenmode,Niedersachsen,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-11-16
R00950,ORD006610,UC03688,P0025,Lederriemen Cognac,Accessoires,NRW,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-12-18
R00951,ORD002713,UC01501,P0008,Midi-Rock Nora,Damenmode,Niedersachsen,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-05-16
R00952,ORD011480,UC06400,P0007,Off-Shoulder Top Ida,Damenmode,Hessen,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-10-27
R00953,ORD008268,UC04612,P0008,Midi-Rock Nora,Damenmode,Sachsen,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-11-06
R00954,ORD011832,UC06598,P0006,Cardigan Vera,Damenmode,Baden-Württemberg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-10-10
R00955,ORD003739,UC02056,P0024,Ballerina Soft,Schuhe,Berlin,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-01-02
R00956,ORD012378,UC06909,P0037,Yoga-Matte Pro,Sport,Bayern,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-05-07
R00957,ORD012968,UC07220,P0028,Rucksack Campus,Accessoires,NRW,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-11-08
R00958,ORD010004,UC05593,P0001,Slim-Fit Bluse,Damenmode,Sachsen,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-06-14
R00959,ORD000701,UC00382,P0020,Pumps Elegante,Schuhe,Baden-Württemberg,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-04-23
R00960,ORD011256,UC06283,P0026,Seidenschal Parisien,Accessoires,NRW,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2023-09-13
R00961,ORD008578,UC04790,P0030,Mütze Alpaka,Accessoires,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-05-28
R00962,ORD011556,UC06439,P0032,Überwurfdecke Merino,Home & Living,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-05-09
R00963,ORD013943,UC07765,P0028,Rucksack Campus,Accessoires,Berlin,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-01-11
R00964,ORD010414,UC05822,P0002,Maxi-Kleid Florencia,Damenmode,Berlin,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-03-25
R00965,ORD002360,UC01311,P0010,Chino Slim Pierre,Herrenmode,Thüringen,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-07-18
R00966,ORD001314,UC00725,P0034,Vase Keramik Rund,Home & Living,Berlin,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-11-25
R00967,ORD006040,UC03352,P0032,Überwurfdecke Merino,Home & Living,Bayern,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-07-05
R00968,ORD012336,UC06884,P0011,Kapuzenpulli Anton,Herrenmode,Berlin,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-01-08
R00969,ORD009960,UC05565,P0007,Off-Shoulder Top Ida,Damenmode,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-01-20
R00970,ORD010725,UC05999,P0007,Off-Shoulder Top Ida,Damenmode,Berlin,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2023-03-19
R00971,ORD008094,UC04507,P0003,High-Waist Jeans Luna,Damenmode,Hessen,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-01-15
R00972,ORD007830,UC04358,P0025,Lederriemen Cognac,Accessoires,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-07-10
R00973,ORD002739,UC01514,P0030,Mütze Alpaka,Accessoires,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-12-29
R00974,ORD012869,UC07173,P0032,Überwurfdecke Merino,Home & Living,Thüringen,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2024-04-30
R00975,ORD014016,UC07808,P0038,Trinkflasche Steel 750ml,Sport,Berlin,2,negativ,Material dünn und billig wirkend.,2023-08-09
R00976,ORD001849,UC01015,P0020,Pumps Elegante,Schuhe,Bayern,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2023-04-22
R00977,ORD003237,UC01778,P0028,Rucksack Campus,Accessoires,Sachsen,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-10-03
R00978,ORD005257,UC02890,P0002,Maxi-Kleid Florencia,Damenmode,Hessen,1,negativ,Material dünn und billig wirkend.,2023-08-14
R00979,ORD009289,UC05192,P0033,Kerzenset Nordic,Home & Living,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-03-25
R00980,ORD005627,UC03123,P0003,High-Waist Jeans Luna,Damenmode,Sachsen,3,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-06-29
R00981,ORD006239,UC03462,P0008,Midi-Rock Nora,Damenmode,Bayern,1,negativ,Material dünn und billig wirkend.,2023-10-11
R00982,ORD006149,UC03413,P0002,Maxi-Kleid Florencia,Damenmode,NRW,4,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2023-12-09
R00983,ORD000898,UC00491,P0024,Ballerina Soft,Schuhe,Bayern,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-03-11
R00984,ORD009327,UC05214,P0005,Businesshose Selene,Damenmode,Hessen,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-07-05
R00985,ORD014253,UC07943,P0027,Sonnenbrille Aviator,Accessoires,NRW,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-10-26
R00986,ORD004391,UC02414,P0022,Loafer Classic,Schuhe,NRW,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-01-30
R00987,ORD004429,UC02433,P0008,Midi-Rock Nora,Damenmode,Hamburg,2,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2024-02-07
R00988,ORD007747,UC04314,P0031,Kissen Lino 50x50,Home & Living,Berlin,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-01-22
R00989,ORD008788,UC04903,P0009,Oxford Hemd Classic,Herrenmode,Bayern,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-09-25
R00990,ORD006432,UC03582,P0013,Leinenhemd Matteo,Herrenmode,Hamburg,3,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2024-09-01
R00991,ORD008623,UC04817,P0012,Poloshirt Leon,Herrenmode,NRW,5,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-09-06
R00992,ORD011607,UC06472,P0010,Chino Slim Pierre,Herrenmode,NRW,4,neutral,"Preis könnte etwas günstiger sein, sonst passt alles.",2024-12-12
R00993,ORD000366,UC00191,P0012,Poloshirt Leon,Herrenmode,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-03-29
R00994,ORD000560,UC00313,P0009,Oxford Hemd Classic,Herrenmode,NRW,4,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-06-28
R00995,ORD011358,UC06337,P0012,Poloshirt Leon,Herrenmode,NRW,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-02-16
R00996,ORD005086,UC02791,P0002,Maxi-Kleid Florencia,Damenmode,Baden-Württemberg,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2024-03-24
R00997,ORD008642,UC04825,P0024,Ballerina Soft,Schuhe,NRW,4,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2023-03-24
R00998,ORD005137,UC02820,P0035,Bilderrahmen Set 3er,Home & Living,Baden-Württemberg,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-11-16
R00999,ORD010070,UC05626,P0030,Mütze Alpaka,Accessoires,NRW,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2024-04-14
R01000,ORD007162,UC03989,P0015,Strickjacke Finn,Herrenmode,NRW,5,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-12-12
R01001,ORD011762,UC06556,P0021,Laufschuh Sprint X,Schuhe,Bayern,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-06-07
R01002,ORD000435,UC00234,P0035,Bilderrahmen Set 3er,Home & Living,Niedersachsen,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-12-02
R01003,ORD010093,UC05636,P0001,Slim-Fit Bluse,Damenmode,Bayern,4,positiv,Super Preis-Leistungs-Verhältnis. Klare Empfehlung.,2023-11-24
R01004,ORD010432,UC05831,P0004,Strickpullover Mila,Damenmode,Sachsen,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-10-09
R01005,ORD009759,UC05442,P0009,Oxford Hemd Classic,Herrenmode,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-10-15
R01006,ORD007123,UC03967,P0009,Oxford Hemd Classic,Herrenmode,Berlin,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-09-14
R01007,ORD012714,UC07085,P0010,Chino Slim Pierre,Herrenmode,Bayern,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-10-26
R01008,ORD014205,UC07915,P0003,High-Waist Jeans Luna,Damenmode,Hessen,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2024-05-19
R01009,ORD005394,UC02970,P0027,Sonnenbrille Aviator,Accessoires,Niedersachsen,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2024-09-08
R01010,ORD000748,UC00409,P0041,Widerstandsband Set,Sport,Bayern,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2023-05-10
R01011,ORD001576,UC00859,P0039,Laufjacke Wind,Sport,Sachsen,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-06-18
R01012,ORD000454,UC00248,P0014,Cargo-Shorts Marc,Herrenmode,Bayern,1,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-12-01
R01013,ORD002786,UC01538,P0023,Boots Heritage,Schuhe,Bayern,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-08-03
R01014,ORD004679,UC02563,P0014,Cargo-Shorts Marc,Herrenmode,Hessen,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2023-09-26
R01015,ORD007368,UC04104,P0036,Tablett Bambus,Home & Living,Hamburg,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-04-05
R01016,ORD009781,UC05449,P0024,Ballerina Soft,Schuhe,Hessen,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-08-31
R01017,ORD011281,UC06296,P0007,Off-Shoulder Top Ida,Damenmode,Hamburg,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2023-06-07
R01018,ORD008589,UC04797,P0037,Yoga-Matte Pro,Sport,NRW,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-04-26
R01019,ORD001192,UC00657,P0028,Rucksack Campus,Accessoires,Sachsen,4,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-11-25
R01020,ORD011397,UC06361,P0001,Slim-Fit Bluse,Damenmode,NRW,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-05-25
R01021,ORD009087,UC05079,P0008,Midi-Rock Nora,Damenmode,NRW,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-11-28
R01022,ORD010380,UC05806,P0033,Kerzenset Nordic,Home & Living,NRW,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2023-09-18
R01023,ORD010088,UC05634,P0025,Lederriemen Cognac,Accessoires,NRW,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-04-10
R01024,ORD006319,UC03509,P0037,Yoga-Matte Pro,Sport,Niedersachsen,4,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-11-07
R01025,ORD005429,UC02990,P0026,Seidenschal Parisien,Accessoires,NRW,5,positiv,"Sehr schönes Design, meine Erwartungen übertroffen.",2024-09-11
R01026,ORD012641,UC07049,P0028,Rucksack Campus,Accessoires,Berlin,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2023-10-14
R01027,ORD001464,UC00805,P0011,Kapuzenpulli Anton,Herrenmode,Berlin,3,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-09-27
R01028,ORD008326,UC04644,P0016,T-Shirt Basic Pack,Herrenmode,NRW,2,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-06-13
R01029,ORD004527,UC02481,P0038,Trinkflasche Steel 750ml,Sport,Hamburg,3,neutral,"Produkt ist ok, aber Lieferung hat etwas gedauert.",2024-11-04
R01030,ORD007445,UC04143,P0008,Midi-Rock Nora,Damenmode,Brandenburg,1,negativ,Nicht das was ich erwartet hatte. Werde nicht wieder kaufen.,2024-09-03
R01031,ORD005315,UC02924,P0033,Kerzenset Nordic,Home & Living,Berlin,3,neutral,"Nicht begeistert, aber auch nicht enttäuscht.",2024-09-09
R01032,ORD004028,UC02219,P0016,T-Shirt Basic Pack,Herrenmode,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-03-02
R01033,ORD004046,UC02229,P0005,Businesshose Selene,Damenmode,Hamburg,4,positiv,"Fantastisches Produkt, werde es meinen Freunden empfehlen.",2024-02-04
R01034,ORD013800,UC07691,P0027,Sonnenbrille Aviator,Accessoires,NRW,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-02-06
R01035,ORD010886,UC06079,P0010,Chino Slim Pierre,Herrenmode,Hamburg,4,neutral,Ist in Ordnung. Mal sehen wie lange es hält.,2023-09-21
R01036,ORD009901,UC05530,P0005,Businesshose Selene,Damenmode,NRW,5,positiv,Bin begeistert! Genau das was ich gesucht habe.,2023-07-07
R01037,ORD009657,UC05392,P0019,Sandalen Riviera,Schuhe,Baden-Württemberg,1,negativ,"Schlechte Verarbeitung, Nähte gehen schon nach kurzer Zeit auf.",2024-03-25
R01038,ORD000349,UC00181,P0012,Poloshirt Leon,Herrenmode,Niedersachsen,2,negativ,Lieferzeit war viel zu lang. Service katastrophal.,2023-03-23
R01039,ORD010990,UC06139,P0038,Trinkflasche Steel 750ml,Sport,Bayern,5,positiv,"Qualität top, Größe passt perfekt. Sehr empfehlenswert.",2024-12-20
R01040,ORD005634,UC03127,P0017,Sneaker Urban Run,Schuhe,Bayern,2,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2023-04-08
R01041,ORD008720,UC04866,P0005,Businesshose Selene,Damenmode,NRW,4,neutral,Entspricht der Beschreibung. Nichts Besonderes.,2024-10-26
R01042,ORD007730,UC04304,P0006,Cardigan Vera,Damenmode,NRW,1,negativ,Qualität weit unter Erwartungen. Rückgabe beantragt.,2024-04-29
R01043,ORD003203,UC01760,P0008,Midi-Rock Nora,Damenmode,Berlin,4,positiv,Bin begeistert! Genau das was ich gesucht habe.,2024-07-11
R01044,ORD013013,UC07246,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,5,positiv,Schnelle Lieferung und schönes Produkt. Kaufe ich wieder.,2023-02-06
R01045,ORD007291,UC04067,P0041,Widerstandsband Set,Sport,Baden-Württemberg,5,positiv,"Passt perfekt, Material fühlt sich hochwertig an.",2024-11-13
R01046,ORD009119,UC05098,P0028,Rucksack Campus,Accessoires,Thüringen,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-06-29
R01047,ORD002145,UC01194,P0008,Midi-Rock Nora,Damenmode,Baden-Württemberg,5,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-06-21
R01048,ORD004165,UC02295,P0032,Überwurfdecke Merino,Home & Living,Baden-Württemberg,1,negativ,Farbe weicht stark vom Foto ab. Sehr enttäuschend.,2024-01-23
R01049,ORD005710,UC03177,P0006,Cardigan Vera,Damenmode,Hamburg,4,positiv,"Tolle Qualität, genau wie beschrieben. Sehr zufrieden!",2023-08-03
R01050,ORD005730,UC03189,P0017,Sneaker Urban Run,Schuhe,Bayern,1,negativ,"Schuhe fallen zu groß aus, muss eine Größe kleiner nehmen.",2024-09-01
R01051,ORD003879,UC02137,P0006,Cardigan Vera,Damenmode,Niedersachsen,4,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-08-23
R01052,ORD014068,UC07838,P0001,Slim-Fit Bluse,Damenmode,NRW,3,neutral,Qualität ist durchschnittlich. Für den Preis akzeptabel.,2023-02-20
