order_id,product_id,product_name,category,quantity,unit_price,total_price
ORD002413,P0036,Tablett Bambus,Home & Living,3,317.71,953.13
ORD002414,P0009,Oxford Hemd Classic,Herrenmode,1,71.41,71.41
ORD002415,P0007,Off-Shoulder Top Ida,Damenmode,1,53.51,53.51
ORD002415,P0008,Midi-Rock Nora,Damenmode,1,162.28,162.28
ORD002415,P0007,Off-Shoulder Top Ida,Damenmode,1,40.91,40.91
ORD002416,P0015,Strickjacke Finn,Herrenmode,1,30.89,30.89
ORD002416,P0015,Strickjacke Finn,Herrenmode,1,20.37,20.37
ORD002416,P0004,Strickpullover Mila,Damenmode,2,92.66,185.32
ORD002417,P0024,Ballerina Soft,Schuhe,2,219.65,439.3
ORD002417,P0006,Cardigan Vera,Damenmode,1,43.78,43.78
ORD002417,P0014,Cargo-Shorts Marc,Herrenmode,1,199.67,199.67
ORD002417,P0008,Midi-Rock Nora,Damenmode,2,136.38,272.76
ORD002418,P0026,Seidenschal Parisien,Accessoires,1,57.89,57.89
ORD002418,P0011,Kapuzenpulli Anton,Herrenmode,3,131.76,395.28
ORD002419,P0013,Leinenhemd Matteo,Herrenmode,1,177.18,177.18
ORD002419,P0015,Strickjacke Finn,Herrenmode,3,23.64,70.92
ORD002420,P0005,Businesshose Selene,Damenmode,1,40.75,40.75
ORD002420,P0030,Mütze Alpaka,Accessoires,1,70.21,70.21
ORD002420,P0040,Sporttasche Gym Plus,Sport,1,23.16,23.16
ORD002421,P0001,Slim-Fit Bluse,Damenmode,1,71.99,71.99
ORD002422,P0030,Mütze Alpaka,Accessoires,1,73.48,73.48
ORD002423,P0004,Strickpullover Mila,Damenmode,1,99.44,99.44
ORD002423,P0016,T-Shirt Basic Pack,Herrenmode,1,30.33,30.33
ORD002424,P0002,Maxi-Kleid Florencia,Damenmode,1,92.46,92.46
ORD002424,P0030,Mütze Alpaka,Accessoires,1,79.06,79.06
ORD002425,P0003,High-Waist Jeans Luna,Damenmode,2,104.88,209.76
ORD002426,P0019,Sandalen Riviera,Schuhe,3,170.89,512.67
ORD002427,P0003,High-Waist Jeans Luna,Damenmode,2,105.22,210.44
ORD002428,P0005,Businesshose Selene,Damenmode,1,38.74,38.74
ORD002428,P0040,Sporttasche Gym Plus,Sport,1,26.01,26.01
ORD002429,P0003,High-Waist Jeans Luna,Damenmode,1,108.31,108.31
ORD002429,P0010,Chino Slim Pierre,Herrenmode,1,200.13,200.13
ORD002430,P0022,Loafer Classic,Schuhe,1,124.64,124.64
ORD002430,P0010,Chino Slim Pierre,Herrenmode,1,200.81,200.81
ORD002430,P0015,Strickjacke Finn,Herrenmode,1,30.03,30.03
ORD002431,P0003,High-Waist Jeans Luna,Damenmode,1,109.64,109.64
ORD002431,P0018,Chelsea Boot Bruno,Schuhe,1,123.22,123.22
ORD002431,P0018,Chelsea Boot Bruno,Schuhe,1,121.4,121.4
ORD002431,P0026,Seidenschal Parisien,Accessoires,2,60.49,120.98
ORD002432,P0031,Kissen Lino 50x50,Home & Living,1,34.1,34.1
ORD002432,P0007,Off-Shoulder Top Ida,Damenmode,1,35.65,35.65
ORD002432,P0005,Businesshose Selene,Damenmode,1,38.81,38.81
ORD002433,P0036,Tablett Bambus,Home & Living,2,280.11,560.22
ORD002433,P0006,Cardigan Vera,Damenmode,2,43.06,86.12
ORD002433,P0027,Sonnenbrille Aviator,Accessoires,1,57.93,57.93
ORD002433,P0003,High-Waist Jeans Luna,Damenmode,1,115.74,115.74
ORD002433,P0034,Vase Keramik Rund,Home & Living,2,103.06,206.12
ORD002434,P0007,Off-Shoulder Top Ida,Damenmode,2,48.83,97.66
ORD002434,P0009,Oxford Hemd Classic,Herrenmode,1,91.49,91.49
ORD002434,P0018,Chelsea Boot Bruno,Schuhe,1,81.71,81.71
ORD002435,P0014,Cargo-Shorts Marc,Herrenmode,1,205.54,205.54
ORD002436,P0023,Boots Heritage,Schuhe,1,194.42,194.42
ORD002436,P0018,Chelsea Boot Bruno,Schuhe,1,122.75,122.75
ORD002436,P0038,Trinkflasche Steel 750ml,Sport,1,41.12,41.12
ORD002436,P0001,Slim-Fit Bluse,Damenmode,1,51.69,51.69
ORD002436,P0020,Pumps Elegante,Schuhe,1,209.6,209.6
ORD002437,P0026,Seidenschal Parisien,Accessoires,1,59.9,59.9
ORD002438,P0002,Maxi-Kleid Florencia,Damenmode,1,99.51,99.51
ORD002438,P0032,Überwurfdecke Merino,Home & Living,1,281.21,281.21
ORD002439,P0014,Cargo-Shorts Marc,Herrenmode,1,179.21,179.21
ORD002439,P0004,Strickpullover Mila,Damenmode,1,103.7,103.7
ORD002440,P0040,Sporttasche Gym Plus,Sport,1,25.23,25.23
ORD002440,P0002,Maxi-Kleid Florencia,Damenmode,1,101.12,101.12
ORD002441,P0015,Strickjacke Finn,Herrenmode,3,26.32,78.96
ORD002442,P0001,Slim-Fit Bluse,Damenmode,1,79.16,79.16
ORD002442,P0032,Überwurfdecke Merino,Home & Living,1,302.88,302.88
ORD002442,P0029,Portemonnaie Slim,Accessoires,1,37.48,37.48
ORD002442,P0003,High-Waist Jeans Luna,Damenmode,1,108.61,108.61
ORD002443,P0011,Kapuzenpulli Anton,Herrenmode,1,131.63,131.63
ORD002443,P0002,Maxi-Kleid Florencia,Damenmode,1,93.03,93.03
ORD002443,P0033,Kerzenset Nordic,Home & Living,1,284.59,284.59
ORD002443,P0024,Ballerina Soft,Schuhe,1,257.84,257.84
ORD002444,P0020,Pumps Elegante,Schuhe,1,224.55,224.55
ORD002444,P0033,Kerzenset Nordic,Home & Living,1,282.63,282.63
ORD002444,P0028,Rucksack Campus,Accessoires,2,50.83,101.66
ORD002444,P0037,Yoga-Matte Pro,Sport,1,258.72,258.72
ORD002444,P0009,Oxford Hemd Classic,Herrenmode,1,84.22,84.22
ORD002445,P0015,Strickjacke Finn,Herrenmode,1,29.38,29.38
ORD002446,P0009,Oxford Hemd Classic,Herrenmode,1,93.77,93.77
ORD002447,P0014,Cargo-Shorts Marc,Herrenmode,1,152.24,152.24
ORD002447,P0006,Cardigan Vera,Damenmode,1,34.96,34.96
ORD002448,P0011,Kapuzenpulli Anton,Herrenmode,1,137.42,137.42
ORD002448,P0020,Pumps Elegante,Schuhe,1,179.62,179.62
ORD002449,P0035,Bilderrahmen Set 3er,Home & Living,1,154.04,154.04
ORD002449,P0030,Mütze Alpaka,Accessoires,1,80.1,80.1
ORD002449,P0013,Leinenhemd Matteo,Herrenmode,1,191.09,191.09
ORD002450,P0011,Kapuzenpulli Anton,Herrenmode,1,116.19,116.19
ORD002450,P0014,Cargo-Shorts Marc,Herrenmode,1,174.02,174.02
ORD002451,P0001,Slim-Fit Bluse,Damenmode,1,78.56,78.56
ORD002451,P0015,Strickjacke Finn,Herrenmode,1,28.62,28.62
ORD002451,P0027,Sonnenbrille Aviator,Accessoires,2,62.69,125.38
ORD002451,P0012,Poloshirt Leon,Herrenmode,1,199.79,199.79
ORD002452,P0008,Midi-Rock Nora,Damenmode,3,170.17,510.51
ORD002453,P0021,Laufschuh Sprint X,Schuhe,1,76.56,76.56
ORD002453,P0005,Businesshose Selene,Damenmode,1,36.05,36.05
ORD002453,P0003,High-Waist Jeans Luna,Damenmode,2,117.12,234.24
ORD002453,P0025,Lederriemen Cognac,Accessoires,3,54.17,162.51
ORD002453,P0005,Businesshose Selene,Damenmode,1,34.36,34.36
ORD002454,P0024,Ballerina Soft,Schuhe,2,256.57,513.14
ORD002455,P0004,Strickpullover Mila,Damenmode,1,97.48,97.48
ORD002456,P0018,Chelsea Boot Bruno,Schuhe,1,119.08,119.08
ORD002457,P0020,Pumps Elegante,Schuhe,1,227.26,227.26
ORD002458,P0005,Businesshose Selene,Damenmode,1,42.77,42.77
ORD002458,P0016,T-Shirt Basic Pack,Herrenmode,1,27.47,27.47
ORD002459,P0020,Pumps Elegante,Schuhe,3,211.83,635.49
ORD002460,P0010,Chino Slim Pierre,Herrenmode,1,179.66,179.66
ORD002460,P0018,Chelsea Boot Bruno,Schuhe,1,116.86,116.86
ORD002461,P0007,Off-Shoulder Top Ida,Damenmode,1,54.91,54.91
ORD002461,P0007,Off-Shoulder Top Ida,Damenmode,1,54.37,54.37
ORD002462,P0005,Businesshose Selene,Damenmode,2,30.05,60.1
ORD002463,P0032,Überwurfdecke Merino,Home & Living,3,314.98,944.94
ORD002464,P0007,Off-Shoulder Top Ida,Damenmode,1,50.59,50.59
ORD002465,P0015,Strickjacke Finn,Herrenmode,1,31.11,31.11
ORD002465,P0010,Chino Slim Pierre,Herrenmode,2,174.41,348.82
ORD002465,P0003,High-Waist Jeans Luna,Damenmode,3,118.13,354.39
ORD002465,P0011,Kapuzenpulli Anton,Herrenmode,1,133.15,133.15
ORD002466,P0003,High-Waist Jeans Luna,Damenmode,2,104.22,208.44
ORD002466,P0001,Slim-Fit Bluse,Damenmode,1,70.53,70.53
ORD002467,P0023,Boots Heritage,Schuhe,1,181.59,181.59
ORD002468,P0014,Cargo-Shorts Marc,Herrenmode,1,182.35,182.35
ORD002469,P0033,Kerzenset Nordic,Home & Living,1,304.77,304.77
ORD002469,P0023,Boots Heritage,Schuhe,1,159.9,159.9
ORD002469,P0034,Vase Keramik Rund,Home & Living,1,108.42,108.42
ORD002470,P0002,Maxi-Kleid Florencia,Damenmode,1,90.86,90.86
ORD002471,P0027,Sonnenbrille Aviator,Accessoires,1,62.99,62.99
ORD002471,P0012,Poloshirt Leon,Herrenmode,1,192.16,192.16
ORD002471,P0009,Oxford Hemd Classic,Herrenmode,1,84.78,84.78
ORD002471,P0019,Sandalen Riviera,Schuhe,1,185.03,185.03
ORD002472,P0015,Strickjacke Finn,Herrenmode,1,31.22,31.22
ORD002472,P0017,Sneaker Urban Run,Schuhe,1,165.78,165.78
ORD002473,P0010,Chino Slim Pierre,Herrenmode,1,191.75,191.75
ORD002473,P0029,Portemonnaie Slim,Accessoires,2,57.67,115.34
ORD002474,P0033,Kerzenset Nordic,Home & Living,2,333.78,667.56
ORD002474,P0010,Chino Slim Pierre,Herrenmode,1,172.72,172.72
ORD002475,P0029,Portemonnaie Slim,Accessoires,3,60.69,182.07
ORD002476,P0011,Kapuzenpulli Anton,Herrenmode,1,130.33,130.33
ORD002476,P0014,Cargo-Shorts Marc,Herrenmode,1,191.96,191.96
ORD002477,P0007,Off-Shoulder Top Ida,Damenmode,2,47.75,95.5
ORD002478,P0012,Poloshirt Leon,Herrenmode,1,174.14,174.14
ORD002479,P0023,Boots Heritage,Schuhe,1,165.41,165.41
ORD002479,P0030,Mütze Alpaka,Accessoires,1,81.19,81.19
ORD002479,P0014,Cargo-Shorts Marc,Herrenmode,1,189.55,189.55
ORD002479,P0014,Cargo-Shorts Marc,Herrenmode,1,175.38,175.38
ORD002479,P0020,Pumps Elegante,Schuhe,2,229.28,458.56
ORD002480,P0019,Sandalen Riviera,Schuhe,1,190.76,190.76
ORD002480,P0032,Überwurfdecke Merino,Home & Living,2,309.96,619.92
ORD002480,P0003,High-Waist Jeans Luna,Damenmode,2,116.09,232.18
ORD002481,P0035,Bilderrahmen Set 3er,Home & Living,1,131.16,131.16
ORD002481,P0034,Vase Keramik Rund,Home & Living,1,103.24,103.24
ORD002481,P0003,High-Waist Jeans Luna,Damenmode,1,122.31,122.31
ORD002481,P0020,Pumps Elegante,Schuhe,2,194.31,388.62
ORD002482,P0003,High-Waist Jeans Luna,Damenmode,1,95.21,95.21
ORD002483,P0009,Oxford Hemd Classic,Herrenmode,1,85.68,85.68
ORD002484,P0013,Leinenhemd Matteo,Herrenmode,1,197.28,197.28
ORD002484,P0004,Strickpullover Mila,Damenmode,1,100.03,100.03
ORD002484,P0027,Sonnenbrille Aviator,Accessoires,1,57.51,57.51
ORD002485,P0012,Poloshirt Leon,Herrenmode,2,181.08,362.16
ORD002485,P0020,Pumps Elegante,Schuhe,1,219.95,219.95
ORD002486,P0005,Businesshose Selene,Damenmode,1,43.65,43.65
ORD002486,P0020,Pumps Elegante,Schuhe,1,206.76,206.76
ORD002486,P0033,Kerzenset Nordic,Home & Living,1,315.25,315.25
ORD002487,P0024,Ballerina Soft,Schuhe,2,242.4,484.8
ORD002487,P0018,Chelsea Boot Bruno,Schuhe,1,107.75,107.75
ORD002488,P0004,Strickpullover Mila,Damenmode,1,86.49,86.49
ORD002488,P0001,Slim-Fit Bluse,Damenmode,1,76.32,76.32
ORD002489,P0013,Leinenhemd Matteo,Herrenmode,1,206.78,206.78
ORD002489,P0011,Kapuzenpulli Anton,Herrenmode,2,119.85,239.7
ORD002490,P0003,High-Waist Jeans Luna,Damenmode,1,114.86,114.86
ORD002491,P0010,Chino Slim Pierre,Herrenmode,2,146.71,293.42
ORD002491,P0012,Poloshirt Leon,Herrenmode,1,150.74,150.74
ORD002492,P0013,Leinenhemd Matteo,Herrenmode,2,200.78,401.56
ORD002492,P0015,Strickjacke Finn,Herrenmode,1,29.14,29.14
ORD002493,P0008,Midi-Rock Nora,Damenmode,2,118.23,236.46
ORD002493,P0001,Slim-Fit Bluse,Damenmode,1,72.4,72.4
ORD002493,P0034,Vase Keramik Rund,Home & Living,1,119.47,119.47
ORD002493,P0028,Rucksack Campus,Accessoires,1,58.94,58.94
ORD002494,P0032,Überwurfdecke Merino,Home & Living,1,324.53,324.53
ORD002495,P0004,Strickpullover Mila,Damenmode,1,91.93,91.93
ORD002495,P0029,Portemonnaie Slim,Accessoires,3,43.62,130.86
ORD002496,P0005,Businesshose Selene,Damenmode,1,45.31,45.31
ORD002496,P0032,Überwurfdecke Merino,Home & Living,1,317.26,317.26
ORD002497,P0005,Businesshose Selene,Damenmode,2,40.93,81.86
ORD002498,P0012,Poloshirt Leon,Herrenmode,3,175.3,525.9
ORD002498,P0035,Bilderrahmen Set 3er,Home & Living,1,147.43,147.43
ORD002499,P0034,Vase Keramik Rund,Home & Living,2,105.82,211.64
ORD002499,P0026,Seidenschal Parisien,Accessoires,1,58.79,58.79
ORD002499,P0014,Cargo-Shorts Marc,Herrenmode,1,189.65,189.65
ORD002500,P0009,Oxford Hemd Classic,Herrenmode,1,82.32,82.32
ORD002501,P0006,Cardigan Vera,Damenmode,1,40.6,40.6
ORD002502,P0017,Sneaker Urban Run,Schuhe,1,185.96,185.96
ORD002502,P0031,Kissen Lino 50x50,Home & Living,2,37.19,74.38
ORD002502,P0014,Cargo-Shorts Marc,Herrenmode,2,183.84,367.68
ORD002502,P0004,Strickpullover Mila,Damenmode,1,98.57,98.57
ORD002503,P0016,T-Shirt Basic Pack,Herrenmode,1,31.28,31.28
ORD002504,P0008,Midi-Rock Nora,Damenmode,1,165.73,165.73
ORD002504,P0007,Off-Shoulder Top Ida,Damenmode,1,51.58,51.58
ORD002505,P0029,Portemonnaie Slim,Accessoires,2,49.8,99.6
ORD002506,P0004,Strickpullover Mila,Damenmode,1,77.8,77.8
ORD002506,P0002,Maxi-Kleid Florencia,Damenmode,3,103.3,309.9
ORD002507,P0029,Portemonnaie Slim,Accessoires,2,56.4,112.8
ORD002507,P0025,Lederriemen Cognac,Accessoires,1,60.14,60.14
ORD002507,P0036,Tablett Bambus,Home & Living,3,319.12,957.36
ORD002507,P0021,Laufschuh Sprint X,Schuhe,1,77.12,77.12
ORD002507,P0033,Kerzenset Nordic,Home & Living,1,307.35,307.35
ORD002508,P0006,Cardigan Vera,Damenmode,1,46.53,46.53
ORD002508,P0041,Widerstandsband Set,Sport,1,169.89,169.89
ORD002508,P0023,Boots Heritage,Schuhe,1,176.39,176.39
ORD002509,P0018,Chelsea Boot Bruno,Schuhe,1,110.49,110.49
ORD002510,P0005,Businesshose Selene,Damenmode,1,33.43,33.43
ORD002511,P0012,Poloshirt Leon,Herrenmode,1,140.75,140.75
ORD002512,P0025,Lederriemen Cognac,Accessoires,1,62.52,62.52
ORD002513,P0024,Ballerina Soft,Schuhe,1,257.6,257.6
ORD002514,P0035,Bilderrahmen Set 3er,Home & Living,1,133.97,133.97
ORD002514,P0041,Widerstandsband Set,Sport,1,183.33,183.33
ORD002515,P0006,Cardigan Vera,Damenmode,2,43.26,86.52
ORD002515,P0015,Strickjacke Finn,Herrenmode,1,32.82,32.82
ORD002516,P0033,Kerzenset Nordic,Home & Living,3,279.92,839.76
ORD002517,P0023,Boots Heritage,Schuhe,2,198.37,396.74
ORD002517,P0010,Chino Slim Pierre,Herrenmode,1,198.74,198.74
ORD002517,P0002,Maxi-Kleid Florencia,Damenmode,2,94.01,188.02
ORD002517,P0017,Sneaker Urban Run,Schuhe,1,171.14,171.14
ORD002517,P0029,Portemonnaie Slim,Accessoires,2,61.48,122.96
ORD002518,P0030,Mütze Alpaka,Accessoires,1,73.72,73.72
ORD002518,P0026,Seidenschal Parisien,Accessoires,3,57.36,172.08
ORD002519,P0002,Maxi-Kleid Florencia,Damenmode,1,103.6,103.6
ORD002519,P0007,Off-Shoulder Top Ida,Damenmode,1,48.2,48.2
ORD002519,P0014,Cargo-Shorts Marc,Herrenmode,1,177.52,177.52
ORD002519,P0011,Kapuzenpulli Anton,Herrenmode,1,117.98,117.98
ORD002520,P0009,Oxford Hemd Classic,Herrenmode,1,87.87,87.87
ORD002520,P0018,Chelsea Boot Bruno,Schuhe,2,108.8,217.6
ORD002520,P0006,Cardigan Vera,Damenmode,1,40.66,40.66
ORD002521,P0039,Laufjacke Wind,Sport,1,208.32,208.32
ORD002522,P0002,Maxi-Kleid Florencia,Damenmode,1,100.73,100.73
ORD002523,P0012,Poloshirt Leon,Herrenmode,2,144.81,289.62
ORD002524,P0007,Off-Shoulder Top Ida,Damenmode,2,52.68,105.36
ORD002524,P0006,Cardigan Vera,Damenmode,1,44.63,44.63
ORD002524,P0007,Off-Shoulder Top Ida,Damenmode,1,49.8,49.8
ORD002525,P0041,Widerstandsband Set,Sport,1,129.04,129.04
ORD002526,P0014,Cargo-Shorts Marc,Herrenmode,2,202.4,404.8
ORD002526,P0019,Sandalen Riviera,Schuhe,1,170.08,170.08
ORD002526,P0010,Chino Slim Pierre,Herrenmode,1,187.45,187.45
ORD002527,P0015,Strickjacke Finn,Herrenmode,3,32.69,98.07
ORD002527,P0040,Sporttasche Gym Plus,Sport,1,22.62,22.62
ORD002527,P0015,Strickjacke Finn,Herrenmode,2,31.88,63.76
ORD002527,P0018,Chelsea Boot Bruno,Schuhe,1,117.29,117.29
ORD002527,P0041,Widerstandsband Set,Sport,1,138.83,138.83
ORD002528,P0014,Cargo-Shorts Marc,Herrenmode,1,193.94,193.94
ORD002528,P0025,Lederriemen Cognac,Accessoires,1,59.55,59.55
ORD002528,P0015,Strickjacke Finn,Herrenmode,1,32.32,32.32
ORD002528,P0002,Maxi-Kleid Florencia,Damenmode,1,106.26,106.26
ORD002528,P0003,High-Waist Jeans Luna,Damenmode,1,122.16,122.16
ORD002529,P0034,Vase Keramik Rund,Home & Living,1,81.92,81.92
ORD002530,P0037,Yoga-Matte Pro,Sport,1,221.09,221.09
ORD002531,P0039,Laufjacke Wind,Sport,1,188.11,188.11
ORD002531,P0030,Mütze Alpaka,Accessoires,2,62.51,125.02
ORD002531,P0003,High-Waist Jeans Luna,Damenmode,3,106.6,319.8
ORD002532,P0029,Portemonnaie Slim,Accessoires,2,54.52,109.04
ORD002532,P0001,Slim-Fit Bluse,Damenmode,3,70.78,212.34
ORD002532,P0028,Rucksack Campus,Accessoires,1,60.42,60.42
ORD002532,P0008,Midi-Rock Nora,Damenmode,1,170.88,170.88
ORD002533,P0039,Laufjacke Wind,Sport,1,196.45,196.45
ORD002533,P0001,Slim-Fit Bluse,Damenmode,2,72.49,144.98
ORD002534,P0004,Strickpullover Mila,Damenmode,1,100.85,100.85
ORD002534,P0002,Maxi-Kleid Florencia,Damenmode,2,74.38,148.76
ORD002534,P0016,T-Shirt Basic Pack,Herrenmode,1,28.98,28.98
ORD002535,P0011,Kapuzenpulli Anton,Herrenmode,1,122.38,122.38
ORD002536,P0036,Tablett Bambus,Home & Living,1,307.81,307.81
ORD002536,P0003,High-Waist Jeans Luna,Damenmode,1,107.28,107.28
ORD002536,P0015,Strickjacke Finn,Herrenmode,1,29.7,29.7
ORD002536,P0020,Pumps Elegante,Schuhe,1,219.69,219.69
ORD002536,P0009,Oxford Hemd Classic,Herrenmode,1,92.35,92.35
ORD002537,P0032,Überwurfdecke Merino,Home & Living,1,310.09,310.09
ORD002537,P0025,Lederriemen Cognac,Accessoires,2,55.55,111.1
ORD002538,P0035,Bilderrahmen Set 3er,Home & Living,1,139.63,139.63
ORD002539,P0009,Oxford Hemd Classic,Herrenmode,3,92.92,278.76
ORD002540,P0035,Bilderrahmen Set 3er,Home & Living,1,133.74,133.74
ORD002540,P0027,Sonnenbrille Aviator,Accessoires,2,66.54,133.08
ORD002541,P0006,Cardigan Vera,Damenmode,1,44.58,44.58
ORD002542,P0003,High-Waist Jeans Luna,Damenmode,1,108.49,108.49
ORD002542,P0026,Seidenschal Parisien,Accessoires,1,61.97,61.97
ORD002542,P0033,Kerzenset Nordic,Home & Living,1,290.62,290.62
ORD002542,P0031,Kissen Lino 50x50,Home & Living,1,37.36,37.36
ORD002543,P0030,Mütze Alpaka,Accessoires,1,75.97,75.97
ORD002543,P0041,Widerstandsband Set,Sport,2,122.14,244.28
ORD002544,P0034,Vase Keramik Rund,Home & Living,1,122.16,122.16
ORD002545,P0026,Seidenschal Parisien,Accessoires,1,54.92,54.92
ORD002546,P0029,Portemonnaie Slim,Accessoires,3,53.5,160.5
ORD002547,P0023,Boots Heritage,Schuhe,1,184.42,184.42
ORD002547,P0009,Oxford Hemd Classic,Herrenmode,1,81.49,81.49
ORD002547,P0006,Cardigan Vera,Damenmode,1,44.71,44.71
ORD002547,P0038,Trinkflasche Steel 750ml,Sport,3,43.26,129.78
ORD002548,P0006,Cardigan Vera,Damenmode,2,41.93,83.86
ORD002549,P0010,Chino Slim Pierre,Herrenmode,2,159.68,319.36
ORD002549,P0021,Laufschuh Sprint X,Schuhe,1,79.41,79.41
ORD002550,P0024,Ballerina Soft,Schuhe,1,227.39,227.39
ORD002551,P0018,Chelsea Boot Bruno,Schuhe,1,124.69,124.69
ORD002552,P0022,Loafer Classic,Schuhe,1,125.7,125.7
ORD002553,P0024,Ballerina Soft,Schuhe,1,246.39,246.39
ORD002553,P0021,Laufschuh Sprint X,Schuhe,1,75.21,75.21
ORD002553,P0006,Cardigan Vera,Damenmode,1,41.66,41.66
ORD002554,P0009,Oxford Hemd Classic,Herrenmode,2,90.05,180.1
ORD002554,P0003,High-Waist Jeans Luna,Damenmode,1,108.71,108.71
ORD002554,P0023,Boots Heritage,Schuhe,3,169.99,509.97
ORD002554,P0041,Widerstandsband Set,Sport,1,176.65,176.65
ORD002555,P0021,Laufschuh Sprint X,Schuhe,2,86.01,172.02
ORD002555,P0030,Mütze Alpaka,Accessoires,1,75.96,75.96
ORD002556,P0005,Businesshose Selene,Damenmode,2,43.81,87.62
ORD002557,P0019,Sandalen Riviera,Schuhe,3,123.39,370.17
ORD002557,P0028,Rucksack Campus,Accessoires,1,54.91,54.91
ORD002558,P0025,Lederriemen Cognac,Accessoires,1,60.43,60.43
ORD002559,P0030,Mütze Alpaka,Accessoires,1,80.36,80.36
ORD002560,P0010,Chino Slim Pierre,Herrenmode,1,181.18,181.18
ORD002560,P0002,Maxi-Kleid Florencia,Damenmode,2,99.0,198.0
ORD002560,P0036,Tablett Bambus,Home & Living,1,289.49,289.49
ORD002561,P0008,Midi-Rock Nora,Damenmode,2,168.48,336.96
ORD002562,P0011,Kapuzenpulli Anton,Herrenmode,1,138.26,138.26
ORD002562,P0020,Pumps Elegante,Schuhe,1,213.26,213.26
ORD002563,P0028,Rucksack Campus,Accessoires,2,56.72,113.44
ORD002564,P0002,Maxi-Kleid Florencia,Damenmode,1,105.11,105.11
ORD002564,P0026,Seidenschal Parisien,Accessoires,1,59.82,59.82
ORD002565,P0025,Lederriemen Cognac,Accessoires,3,55.3,165.9
ORD002565,P0024,Ballerina Soft,Schuhe,1,242.72,242.72
ORD002566,P0007,Off-Shoulder Top Ida,Damenmode,1,52.25,52.25
ORD002567,P0001,Slim-Fit Bluse,Damenmode,2,76.33,152.66
ORD002567,P0005,Businesshose Selene,Damenmode,1,42.24,42.24
ORD002567,P0004,Strickpullover Mila,Damenmode,1,92.92,92.92
ORD002567,P0016,T-Shirt Basic Pack,Herrenmode,3,27.94,83.82
ORD002568,P0023,Boots Heritage,Schuhe,1,184.34,184.34
ORD002569,P0008,Midi-Rock Nora,Damenmode,2,124.69,249.38
ORD002570,P0028,Rucksack Campus,Accessoires,1,58.14,58.14
ORD002570,P0003,High-Waist Jeans Luna,Damenmode,1,116.86,116.86
ORD002570,P0025,Lederriemen Cognac,Accessoires,3,59.55,178.65
ORD002571,P0005,Businesshose Selene,Damenmode,1,42.81,42.81
ORD002571,P0018,Chelsea Boot Bruno,Schuhe,1,120.31,120.31
ORD002571,P0001,Slim-Fit Bluse,Damenmode,1,64.25,64.25
ORD002571,P0002,Maxi-Kleid Florencia,Damenmode,1,75.2,75.2
ORD002571,P0032,Überwurfdecke Merino,Home & Living,2,239.96,479.92
ORD002572,P0017,Sneaker Urban Run,Schuhe,2,124.65,249.3
ORD002573,P0025,Lederriemen Cognac,Accessoires,1,42.13,42.13
ORD002574,P0006,Cardigan Vera,Damenmode,1,47.51,47.51
ORD002574,P0016,T-Shirt Basic Pack,Herrenmode,3,30.39,91.17
ORD002574,P0020,Pumps Elegante,Schuhe,1,170.66,170.66
ORD002575,P0033,Kerzenset Nordic,Home & Living,1,285.02,285.02
ORD002575,P0027,Sonnenbrille Aviator,Accessoires,2,67.44,134.88
ORD002576,P0028,Rucksack Campus,Accessoires,1,40.93,40.93
ORD002577,P0012,Poloshirt Leon,Herrenmode,1,193.4,193.4
ORD002577,P0018,Chelsea Boot Bruno,Schuhe,1,119.75,119.75
ORD002578,P0011,Kapuzenpulli Anton,Herrenmode,3,133.55,400.65
ORD002578,P0029,Portemonnaie Slim,Accessoires,1,56.42,56.42
ORD002578,P0024,Ballerina Soft,Schuhe,1,230.31,230.31
ORD002579,P0002,Maxi-Kleid Florencia,Damenmode,1,95.61,95.61
ORD002579,P0005,Businesshose Selene,Damenmode,1,45.29,45.29
ORD002579,P0026,Seidenschal Parisien,Accessoires,2,42.05,84.1
ORD002579,P0015,Strickjacke Finn,Herrenmode,1,30.77,30.77
ORD002580,P0015,Strickjacke Finn,Herrenmode,1,28.3,28.3
ORD002581,P0017,Sneaker Urban Run,Schuhe,2,183.06,366.12
ORD002581,P0029,Portemonnaie Slim,Accessoires,2,57.51,115.02
ORD002581,P0036,Tablett Bambus,Home & Living,1,325.24,325.24
ORD002582,P0028,Rucksack Campus,Accessoires,2,42.7,85.4
ORD002583,P0028,Rucksack Campus,Accessoires,2,53.74,107.48
ORD002584,P0026,Seidenschal Parisien,Accessoires,1,52.92,52.92
ORD002584,P0018,Chelsea Boot Bruno,Schuhe,1,128.2,128.2
ORD002585,P0014,Cargo-Shorts Marc,Herrenmode,1,145.12,145.12
ORD002586,P0029,Portemonnaie Slim,Accessoires,1,54.24,54.24
ORD002587,P0029,Portemonnaie Slim,Accessoires,3,59.61,178.83
ORD002587,P0036,Tablett Bambus,Home & Living,2,292.01,584.02
ORD002587,P0007,Off-Shoulder Top Ida,Damenmode,1,49.99,49.99
ORD002587,P0005,Businesshose Selene,Damenmode,1,33.5,33.5
ORD002587,P0041,Widerstandsband Set,Sport,1,169.94,169.94
ORD002588,P0038,Trinkflasche Steel 750ml,Sport,1,41.61,41.61
ORD002589,P0007,Off-Shoulder Top Ida,Damenmode,1,49.73,49.73
ORD002590,P0026,Seidenschal Parisien,Accessoires,2,62.7,125.4
ORD002591,P0001,Slim-Fit Bluse,Damenmode,1,62.01,62.01
